date,strike,maturity,true_price,computed_price,abs_error
10-Mar-2026,80.7281,0.00821918,20.2018,20.2017,0.000108471
10-Mar-2026,85.7737,0.00821918,15.1576,15.1573,0.000271478
10-Mar-2026,90.8192,0.00821918,10.1133,10.1131,0.000234063
10-Mar-2026,95.8647,0.00821918,5.06981,5.0723,0.00249256
10-Mar-2026,100.91,0.00821918,0.663942,0.739993,0.0760508
10-Mar-2026,105.956,0.00821918,0.000225143,0.000456469,0.000231326
10-Mar-2026,111.001,0.00821918,4.64692e-13,7.31357e-13,2.66665e-13
10-Mar-2026,116.047,0.00821918,1.38576e-15,-6.57829e-16,2.04359e-15
10-Mar-2026,121.092,0.00821918,1.44525e-15,-7.11139e-16,2.15639e-15
10-Mar-2026,80.7281,0.0273973,20.2744,20.2742,0.000155958
10-Mar-2026,85.7737,0.0273973,15.2347,15.2353,0.000591229
10-Mar-2026,90.8192,0.0273973,10.1999,10.2137,0.013804
10-Mar-2026,95.8647,0.0273973,5.29326,5.38413,0.0908741
10-Mar-2026,100.91,0.0273973,1.46094,1.60682,0.145879
10-Mar-2026,105.956,0.0273973,0.100293,0.122154,0.0218607
10-Mar-2026,111.001,0.0273973,0.000627359,0.00061491,1.24487e-05
10-Mar-2026,116.047,0.0273973,2.12531e-07,1.85956e-07,2.65754e-08
10-Mar-2026,121.092,0.0273973,6.67097e-12,1.2161e-11,5.49007e-12
10-Mar-2026,80.7281,0.0465753,20.3337,20.3345,0.000815287
10-Mar-2026,85.7737,0.0465753,15.2996,15.3081,0.00846133
10-Mar-2026,90.8192,0.0465753,10.2955,10.3443,0.0488437
10-Mar-2026,95.8647,0.0465753,5.54708,5.69309,0.146012
10-Mar-2026,100.91,0.0465753,1.88909,2.05928,0.170193
10-Mar-2026,105.956,0.0465753,0.26688,0.304379,0.0374992
10-Mar-2026,111.001,0.0465753,0.00897041,0.00843591,0.000534504
10-Mar-2026,116.047,0.0465753,5.34735e-05,4.09087e-05,1.25648e-05
10-Mar-2026,121.092,0.0465753,7.73897e-08,7.59295e-08,1.46016e-09
10-Mar-2026,80.7281,0.0630137,20.414,20.4209,0.00688912
10-Mar-2026,85.7737,0.0630137,15.3961,15.4273,0.0312441
10-Mar-2026,90.8192,0.0630137,10.459,10.5568,0.0978069
10-Mar-2026,95.8647,0.0630137,5.88625,6.07672,0.190466
10-Mar-2026,100.91,0.0630137,2.35103,2.53721,0.186182
10-Mar-2026,105.956,0.0630137,0.515281,0.565571,0.0502899
10-Mar-2026,111.001,0.0630137,0.0442789,0.0413522,0.00292668
10-Mar-2026,116.047,0.0630137,0.00124936,0.000914234,0.000335126
10-Mar-2026,121.092,0.0630137,1.413e-05,1.02167e-05,3.91327e-06
10-Mar-2026,80.7281,0.0849315,20.4837,20.5004,0.0166527
10-Mar-2026,85.7737,0.0849315,15.4878,15.5422,0.0543928
10-Mar-2026,90.8192,0.0849315,10.6144,10.7452,0.130808
10-Mar-2026,95.8647,0.0849315,6.15597,6.36784,0.211868
10-Mar-2026,100.91,0.0849315,2.68182,2.87391,0.192086
10-Mar-2026,105.956,0.0849315,0.724303,0.78184,0.0575365
10-Mar-2026,111.001,0.0849315,0.0946148,0.0891014,0.00551338
10-Mar-2026,116.047,0.0849315,0.00524459,0.0038576,0.00138699
10-Mar-2026,121.092,0.0849315,0.00014344,9.34648e-05,4.99752e-05
10-Mar-2026,80.7281,0.0575342,20.387,20.3911,0.00406195
10-Mar-2026,85.7737,0.0575342,15.3623,15.3849,0.022639
10-Mar-2026,90.8192,0.0575342,10.401,10.4833,0.0823148
10-Mar-2026,95.8647,0.0575342,5.77474,5.95317,0.178427
10-Mar-2026,100.91,0.0575342,2.20665,2.3889,0.182247
10-Mar-2026,105.956,0.0575342,0.431466,0.478186,0.0467197
10-Mar-2026,111.001,0.0575342,0.0292591,0.0273071,0.00195201
10-Mar-2026,116.047,0.0575342,0.000560335,0.000412643,0.000147692
10-Mar-2026,121.092,0.0575342,3.80497e-06,2.95307e-06,8.51897e-07
10-Mar-2026,80.7281,0.139726,20.7253,20.7815,0.0561975
10-Mar-2026,85.7737,0.139726,15.8234,15.9379,0.114486
10-Mar-2026,90.8192,0.139726,11.1333,11.3212,0.187877
10-Mar-2026,95.8647,0.139726,6.91246,7.14617,0.233709
10-Mar-2026,100.91,0.139726,3.53634,3.73056,0.194225
10-Mar-2026,105.956,0.139726,1.34332,1.41996,0.0766384
10-Mar-2026,111.001,0.139726,0.33264,0.327252,0.00538833
10-Mar-2026,116.047,0.139726,0.0499815,0.0405947,0.00938683
10-Mar-2026,121.092,0.139726,0.00492491,0.00314043,0.00178448
10-Mar-2026,80.7281,0.219178,21.0764,21.169,0.0926391
10-Mar-2026,85.7737,0.219178,16.2991,16.4477,0.148648
10-Mar-2026,90.8192,0.219178,11.7835,11.9865,0.20296
10-Mar-2026,95.8647,0.219178,7.73444,7.96103,0.226587
10-Mar-2026,100.91,0.219178,4.41233,4.60507,0.19274
10-Mar-2026,105.956,0.219178,2.05444,2.16104,0.106598
10-Mar-2026,111.001,0.219178,0.723693,0.745429,0.0217356
10-Mar-2026,116.047,0.219178,0.183982,0.172271,0.0117108
10-Mar-2026,121.092,0.219178,0.0349895,0.0268047,0.00818485
10-Mar-2026,80.7281,0.306849,21.5255,21.633,0.107495
10-Mar-2026,85.7737,0.306849,16.8746,17.0275,0.152891
10-Mar-2026,90.8192,0.306849,12.5065,12.6997,0.193184
10-Mar-2026,95.8647,0.306849,8.58283,8.79621,0.21338
10-Mar-2026,100.91,0.306849,5.29543,5.49554,0.200111
10-Mar-2026,105.956,0.306849,2.82129,2.97117,0.149879
10-Mar-2026,111.001,0.306849,1.2382,1.31668,0.0784782
10-Mar-2026,116.047,0.306849,0.432774,0.450959,0.0181853
10-Mar-2026,121.092,0.306849,0.121771,0.115473,0.0062975
10-Mar-2026,80.7281,0.391781,21.9565,22.0615,0.10497
10-Mar-2026,85.7737,0.391781,17.4035,17.547,0.143509
10-Mar-2026,90.8192,0.391781,13.1386,13.3191,0.180516
10-Mar-2026,95.8647,0.391781,9.29706,9.50454,0.207481
10-Mar-2026,100.91,0.391781,6.0328,6.24764,0.214838
10-Mar-2026,105.956,0.391781,3.48853,3.6812,0.192668
10-Mar-2026,111.001,0.391781,1.73974,1.87918,0.139439
10-Mar-2026,116.047,0.391781,0.729083,0.799913,0.0708297
10-Mar-2026,121.092,0.391781,0.256617,0.275293,0.0186756
10-Mar-2026,80.7281,0.476712,22.387,22.4833,0.0962891
10-Mar-2026,85.7737,0.476712,17.917,18.0491,0.132119
10-Mar-2026,90.8192,0.476712,13.7352,13.9064,0.171164
10-Mar-2026,95.8647,0.476712,9.95775,10.1658,0.208062
10-Mar-2026,100.91,0.476712,6.7133,6.9469,0.2336
10-Mar-2026,105.956,0.476712,4.12041,4.35447,0.234064
10-Mar-2026,111.001,0.476712,2.24801,2.44741,0.199399
10-Mar-2026,116.047,0.476712,1.06834,1.2021,0.13376
10-Mar-2026,121.092,0.476712,0.439815,0.504017,0.0642018
10-Mar-2026,80.7281,0.558904,22.8028,22.8892,0.0864344
10-Mar-2026,85.7737,0.558904,18.4031,18.5258,0.122697
10-Mar-2026,90.8192,0.558904,14.2896,14.4559,0.166276
10-Mar-2026,95.8647,0.558904,10.5643,10.7773,0.213027
10-Mar-2026,100.91,0.558904,7.33774,7.59104,0.253299
10-Mar-2026,105.956,0.558904,4.71076,4.98221,0.271454
10-Mar-2026,111.001,0.558904,2.74506,2.9986,0.253542
10-Mar-2026,116.047,0.558904,1.42876,1.62537,0.196608
10-Mar-2026,121.092,0.558904,0.659437,0.779872,0.120435
10-Mar-2026,80.7281,0.641096,23.2507,23.3275,0.0767635
10-Mar-2026,85.7737,0.641096,18.9191,19.0345,0.11541
10-Mar-2026,90.8192,0.641096,14.8703,15.0353,0.164979
10-Mar-2026,95.8647,0.641096,11.1944,11.4158,0.221383
10-Mar-2026,100.91,0.641096,7.98651,8.26115,0.274641
10-Mar-2026,105.956,0.641096,5.33247,5.6407,0.308228
10-Mar-2026,111.001,0.641096,3.2865,3.59298,0.306478
10-Mar-2026,116.047,0.641096,1.84623,2.10811,0.261875
10-Mar-2026,121.092,0.641096,0.938374,1.12534,0.186968
10-Mar-2026,80.7281,0.726027,23.6618,23.7314,0.0695855
10-Mar-2026,85.7737,0.726027,19.3874,19.4988,0.111396
10-Mar-2026,90.8192,0.726027,15.3922,15.5587,0.166525
10-Mar-2026,95.8647,0.726027,11.7572,11.9879,0.230675
10-Mar-2026,100.91,0.726027,8.56625,8.85974,0.293486
10-Mar-2026,105.956,0.726027,5.89382,6.23238,0.338555
10-Mar-2026,111.001,0.726027,3.78793,4.13777,0.349843
10-Mar-2026,116.047,0.726027,2.25105,2.5685,0.317445
10-Mar-2026,121.092,0.726027,1.22849,1.47714,0.248645
